VideoID,Title,URL,Problem,Solution,Topics,Subtopics,ViewCount,LikeCount
YqkS9S_Olfg,Flooring electrical in Commercial Offices #commercial #architecture  #youtubeshorts #shorts,https://www.youtube.com/watch?v=YqkS9S_Olfg,"Planning and executing floor electrical distribution for commercial offices — deciding locations for the main distribution board (DB) and floor points, and how to route conduits and wiring to serve workstations.","Create a layout plan that locates the main DB and floor power points, run all conduiting with 1.5 in pipe, route wires from floor points (located under workstations) back to the main DB so electricity is distributed to each workstation.","Wiring (60%), Planning (30%), Education (10%)","Conduit & pipe sizing/installation (35%), Distribution board placement & wiring (30%), Floor point placement for workstations (20%), Instructional/procedural guidance (15%)",15.0,
8AMVcHygX5E,Commercial Electrical Project: Clarendon High School | Staley Electric,https://www.youtube.com/watch?v=8AMVcHygX5E,"Installing permanent lighting, controls and scoreboard wiring in a new high-school arena with varying ceiling heights, limited access (required lifts), temporary power constraints, and long conduit runs to remote electrical rooms while keeping exposed piping neat and supported.","Opened the back wall to bring a lift inside to hang fixtures, used the building structure to support conduit runs (minimizing added supports), ran the long circuit back to the outside electrical room and junction boxes to serve score tables and controls, and installed conduit and wiring neat and perpendicular to hide work and facilitate operation once permanent power is established.","Wiring (45%), Planning (20%), Technology (15%), Tools (10%), Safety (5%), Education (5%)","Conduit & pipe routing (30%), Lighting installation (25%), Control & scoreboard wiring (15%), Site access & lift use (10%), Project management & coordination (10%), Temporary power & transition to permanent power (5%), School/community facility integration (5%)",92.0,0.0
9alJrIqWsPA,How to Bid Million Dollar Electrical Projects #electricalcontractor #electrician #bidding,https://www.youtube.com/watch?v=9alJrIqWsPA,"Bidding a complex, high-end beachfront home without complete utility/plan information while accounting for lighting control/home automation, driveway allowances, conduit routing, and meter-main placement.","Conduct an on-site walkthrough with the team to inspect every room, determine lighting control and home-automation requirements, add clear allowances for driveway scope, and coordinate with the utility (request red-line diagram) to locate conduit runs and the meter/main.","Planning (40%), Technology (25%), Wiring (20%), Codes & Regulations (15%)","Estimating/Bidding (25%), Site Assessment (15%), Lighting Control (15%), Home Automation (10%), Conduit Routing (12%), Meter/Main Placement (8%), Utility Coordination / Red-line Diagrams (15%)",3524.0,124.0
jaZ45xAgZv8,Primary Electrical Requirements for New Electrical Construction,https://www.youtube.com/watch?v=jaZ45xAgZv8,"Contractors frequently begin commercial electrical work without required documentation, approvals, or early coordination (missing printed building permit, no approved/stamped plans on site, unclear contractor scopes, omitted low-voltage permits, unaddressed plan-review triggers, seismic and underground raceway requirements), causing inspection delays, rework, and added cost.","The inspector recommends a proactive checklist before starting work: have the printed building permit and approved/stamped plans on site, obtain all required electrical and low-voltage permits, submit plans for plan-review when thresholds apply (service sizes, patient-care, pools, etc.), identify separately derived systems (generators, fire pumps), resolve seismic anchoring requirements early, verify underground conduit sizing/encasement and raceway types per plans, and coordinate contractor scopes so inspections can proceed without late-stage rework.","Planning (35%), Codes & Regulations (30%), Education (15%), Wiring (10%), Safety (10%)","Permits & plan approvals (35%), Plan review requirements & documentation (20%), Seismic and equipment anchoring/safety requirements (15%), Underground raceways, conduit sizing and encasement (10%), Service equipment/switchgear clearances and terminals (10%), Low-voltage permits and contractor scope coordination (10%)",14.0,0.0
_RYxmWhIxaA,Hospital Electrical work#Commercial ceiling pipe laying#shorts#,https://www.youtube.com/watch?v=_RYxmWhIxaA,"The provided transcript contains only non-informative tokens (""foreign foreign [Music]"") and does not describe any electrical engineering problem.","Unable to extract a technical problem or solution from the transcript. Request a complete transcript or additional context (full audio, timestamps, or a brief summary of the issue) so a proper analysis can be performed.",Education (100%),"Transcript quality / completeness (60%), Clarification request / next steps (40%)",362.0,20.0
LlOHpNzNwfg,Accord Electric - Multi-Family Electrical Construction Experts,https://www.youtube.com/watch?v=LlOHpNzNwfg,"Customers in multifamily and commercial projects require rapid, versatile electrical services (design, LED retrofits, emergency repairs) with tight timelines and fluctuating staffing needs.","Cord Electric partnered with Power Partners, built a 24/7 service capability, and leveraged partner staffing/resources to provide end-to-end design-to-completion work, rapid emergency response, and scalable crews to meet tight schedules.","Planning (50%), Education (30%), Technology (20%)","Project staffing & resource planning (40%), Emergency/24-7 service response (20%), LED retrofit & design-build capability (20%), Training/partnership-driven skill development (20%)",214.0,0.0
CwjgPy_qLdY,Temporary transformer #electric #sparky #construction #electrical #fyp #foryou #contractor,https://www.youtube.com/watch?v=CwjgPy_qLdY,"Transformer left temporary (not mounted to pole); confusion about lighting circuits labeled ""180 single phase"" and ""240 single face""; additional unexpected work found at the back and uncertainty whether those issues can be ignored.","Left transformer unmounted pending final installation; perform site assessment to verify circuit voltages/phasing, identify and scope the extra work, correct wiring and mount transformer per plan and code, and address any safety/compliance issues before closing out.","Wiring (55%), Planning (25%), Safety (20%)","Transformer mounting / temporary connection (35%), Lighting circuit configuration (single-phase vs voltage) (20%), Site assessment / scope identification (25%), Safety and code compliance for mounting and wiring (20%)",251.0,4.0
YrLvTVZweks,iTool co at it again #electrical #construction #plumber #hvac #electrician #tools,https://www.youtube.com/watch?v=YrLvTVZweks,Cluttered scaffold and lift platforms with tools and materials cause inefficiency and increase the risk of injuries on job sites.,"Use the itoolco tool management system — a telescoping, nestable workstation that stores tools/materials at an accessible working level, provides a pre-assembly workbench, and fits a wide range of lifts and scaffolds to reduce clutter and improve productivity and safety.","Tools (45%), Safety (30%), Planning (15%), Technology (10%)","Tool management / storage (45%), Fall/trip-hazard reduction and ergonomics (30%), Worksite organization / pre-assembly workflow (15%), Telescoping/compatibility product design (10%)",1772.0,22.0
dq_XY-jwTww,"Paul&#39;s Electric Inc. - Commercial, Industrial and Residential Electrical Service Experts",https://www.youtube.com/watch?v=dq_XY-jwTww,The company was limited by a small workforce and lacked resources/training to scale into larger commercial and multi‑million dollar projects.,"They joined a Power Partner program to gain resources and training, upskill foremen and employees, access better parts/equipment, and scale operations so they can bid on and service larger projects while improving quality and efficiency.","Planning (40%), Education (30%), Tools (20%), Wiring (10%)","Scaling operations (25%), Project bidding/estimating (15%), Foreman training (20%), Employee upskilling/resources (10%), Access to partner resources/equipment (12%), Use of high-quality parts (8%), Residential/commercial service (6%), Receptacle/fixture replacement (4%)",166.0,0.0
eoNEYuZAmI8,SECON - Specified Electrical Contractors - Commercial Electrical Systems Tutorial,https://www.youtube.com/watch?v=eoNEYuZAmI8,"Clarify and document the building's electrical distribution and safe operating/service procedures for multiple switchboards, transformers, meter sections and emergency generator transfer so staff can operate, test and service the system without causing faults or unsafe conditions.","Walk-through description and mapping of switchboard 1–3, transformer step-downs, busway/tap boxes and meter sections; explanation of generator/transfer-switch operation and timing; identification of loads on normal vs emergency circuits; demonstration of Siemens breaker indicators and the mechanical lockout/tagout procedure; notes on grounding and testing practices.","Wiring (35%), Planning (30%), Safety (25%), Technology (10%)","Busway & metering (20%), Transformer step-down & distribution voltages (15%), Switchboard & riser distribution layout (18%), Load segregation & emergency circuits mapping (12%), Lockout/tagout & breaker operation (15%), Emergency power / generator transfer & testing procedures (7%), Grounding (3%), Siemens breaker features & indicators (6%), Transfer switches & generator integration (4%)",167.0,3.0
cT7bDJ-qRe4,Commercial Electrician Birmingham - AM Electrical Installations,https://www.youtube.com/watch?v=cT7bDJ-qRe4,The transcript is song lyrics and applause with no electrical engineering content or technical problem to analyze.,Mark the content as non-technical and classify it accordingly; no engineering solution can be extracted from the transcript.,Education (100%),Non-technical content / Lyrics (100%),93.0,0.0
2WYp459E_LQ,How to Estimate Lighting Control Systems for Commercial Electrical Projects,https://www.youtube.com/watch?v=2WYp459E_LQ,"Estimators and contractors need a reliable way to estimate commercial lighting control systems (devices, low‑voltage wiring, luminaire cable, zoning, warranties and associated labor/materials) without getting overwhelmed by risers, nonstandard symbols, product variability and supply/availability issues.","A live webinar/training that explained practical estimating workflows: read specs/symbols, count gang configurations, identify line vs low‑voltage devices, use supplier pricing (Epic Pricing) and estimating software (EBM/Vision Infosoft) for fixture/cable takeoffs (including luminaire/MC vs separate LV cable), apply zoning/assumptions for unknown items, account for warranties/callback risk, and offered outsourced estimating and an online estimating training academy.","Planning (30%), Education (25%), Technology (20%), Wiring (15%), Tools (10%)","Estimating / Takeoff Practices (30%), Training / Online Courses & Certification (25%), Lighting controls, LED drivers, sensors & PoE (20%), Cable types & termination (luminaire MC, Cat5, 16‑2) (15%), Estimating software & supplier pricing (EBM, Vision Infosoft, Epic) (10%)",2456.0,46.0
74uD2_Rtv8I,Episode 34 - Construction vs Service and The Different TYPES of Electrical Work You Can Do,https://www.youtube.com/watch?v=74uD2_Rtv8I,"A viewer asked what the different types of electricians are and which career paths/market segments exist, causing confusion about roles and required skills.","The speaker explains the two main market segments (construction vs. service) and the three work sectors (residential, commercial, industrial), describes key differences in daily work, skills, and environments, and advises trying multiple areas, picking one to gain experience, and becoming well-rounded.","Education (35%), Planning (25%), Wiring (20%), Codes & Regulations (10%), Technology (10%)","Career paths / Types of electricians (35%), Choosing segments & career progression advice (25%), Residential, commercial, industrial wiring practices (20%), NEC knowledge and code familiarity differences (10%), Lighting controls, VFDs, PLCs and modern systems (10%)",124814.0,3295.0
LZB29ROYsUw,Commercial Electrical Project: Rock Dental Brands | Staley Electric,https://www.youtube.com/watch?v=LZB29ROYsUw,"Commercial renovation requiring complete electrical overhaul — demolition, new conduit and LED lighting, and upgrading service capacity while maintaining high-quality exposed conduit finish and coordinating phased work.","Performed demo, ran all new conduit, installed LED lighting and upgraded the service from 600 M to 800 M, delivering polished exposed-conduit installation and coordinated phase-one work with strong team quality control.","Wiring (40%), Planning (25%), Technology (20%), Codes & Regulations (15%)","Conduit installation (25%), Service capacity upgrade (15%), Project phasing & coordination (15%), Quality control / customer service (10%), LED lighting / lighting retrofit (12%), Exposed-conduit aesthetics/finish (8%), Permits / service compliance (10%), Commercial electrical compliance (5%)",45.0,0.0
sJkzOLVRO60,Understanding Electrical Risers in a Building: A Comprehensive Guide,https://www.youtube.com/watch?v=sJkzOLVRO60,"Explaining what electrical risers are and the key design, safety and compliance requirements for distributing power vertically in multi‑story buildings.","The video defines electrical risers, shows their role and a riser diagram, and lists essential requirements (fire resistance, accessibility, capacity/conduit sizing, separation from other services, grounding/earthing, and code compliance) as guidance for design, installation and maintenance.","Wiring (40%), Safety (35%), Codes & Regulations (15%), Education (10%)","Riser diagram & circuit distribution (30%), Fire resistance / fire safety (18%), Load capacity / conduit & cable sizing (12%), Codes & compliance (12%), Grounding / earthing (10%), Accessibility & maintenance access (10%), Separation from HVAC/plumbing (8%)",8018.0,117.0
UtkEeKuE-bk,Fixing Up of Conduit Pipes on Roof | Plumbing and Electrical Contractor #shortsvideo #MrPerffect,https://www.youtube.com/watch?v=UtkEeKuE-bk,The transcript contains only nonverbal music and provides no electrical engineering content or described problem to analyze.,No technical problem or solution can be extracted; request a fuller transcript or audio with spoken content so the issue and resolution can be identified.,Undefined (100%),Insufficient content / No verbal information (100%),504.0,14.0
dbMBuF8AKXw,What&#39;s the most important paperwork for Electrical Contractors when they want to hire employees?,https://www.youtube.com/watch?v=dbMBuF8AKXw,"New or existing electricians need to know which paperwork is most important when establishing and running an electrical contracting business (licenses, permits, insurance, contracts, company documents).","The presenter, drawing on 17 years as an electrical contractor, outlines the essential business paperwork—licensing, permits, insurance/bonding, contracts and company documentation—to help viewers properly set up and operate their electrical contracting business.","Planning (55%), Codes & Regulations (35%), Education (10%)","Business documentation & contracts (35%), Licensing & permits (35%), Insurance & bonding (15%), Contractor experience/training (15%)",3597.0,151.0
dLHCeWgni2s,Best Electrical Estimating Software | How To Estimate Electrical Projects | Hybrid Pro Software 2023,https://www.youtube.com/watch?v=dLHCeWgni2s,"Comparing two electrical estimating software packages to determine which is faster, easier to learn, more accurate, and offers better features and pricing for electrical estimating tasks.","A side‑by‑side hands‑on demonstration entering identical lighting, conduit, and switch items into both packages to compare workflows, speed, detail, customization, and pricing — concluding that Best Bid is faster, simpler, more detailed, and better priced.","Technology (50%), Tools (30%), Education (20%)","Software Evaluation/Comparison (30%), User Interface/Workflow (20%), Estimating Features (15%), Licensing & Support & Pricing (15%), Training/Demo (12%), Efficiency/Productivity Guidance (8%)",4393.0,35.0
ROCyAnscl18,First &amp; Second Fix Electrical | Solved by our experts or technicians #electrical #switches 2022,https://www.youtube.com/watch?v=ROCyAnscl18,"The provided transcript contains only non-technical audio (""[Music] you"") and lacks any identifiable electrical engineering problem or context.",Unable to extract a problem or solution from the snippet; request the complete or additional transcript for meaningful classification.,Undefined (100%),Insufficient information / no technical content (100%),1373.0,9.0
gbU6twopfmA,I&#39;m a broke electrical contractor and I don&#39;t know why? #electrician  #electricalcontractor,https://www.youtube.com/watch?v=gbU6twopfmA,"Owner is losing profit by giving customers discounts, resulting in employees affording better cars than the owner and indicating poor pricing/profit practices.","Institute clear pricing and discount policies, stop giving unnecessary discounts, and focus on profitability and pricing discipline so owner retains business earnings.","Planning (70%), Education (30%)","Pricing Strategy (50%), Discount Policy (30%), Profitability & Perception (20%)",1380.0,48.0
w-kdnOyAosY,Oliver Electric Construction,https://www.youtube.com/watch?v=w-kdnOyAosY,Establishing and sustaining a high-quality electrical construction business and advising new business owners on effective startup and operations.,"Emphasize thorough business planning, maintain good records, partner with a competent accountant and banker, use KBDC/business-development services for guidance, and commit to quality workmanship and honest practices.","Planning (60%), Education (30%), Wiring (10%)","Business Planning (36%), Financial Management & Recordkeeping (24%), Business Development & Mentoring (KBDC) (18%), Training & Best Practices (12%), Commercial/Industrial/Residential Electrical Workmanship (10%)",58.0,1.0
QCx67AADOyI,Making up  Commercial Electrical Panels,https://www.youtube.com/watch?v=QCx67AADOyI,"The transcript contains only brief greetings and music cues, providing no technical content or identifiable problem.","No technical solution can be determined from this transcript; request a more complete, content-rich transcript to analyze.",Education (100%),Incomplete Transcript / Introductory Content (100%),8800.0,58.0
1L7_OwEItWc,The &#39;Right&#39; Way to Price Electrical Work in 2023: Time &amp; Material vs Fixed Contract pricing~,https://www.youtube.com/watch?v=1L7_OwEItWc,"The speaker faces a business problem: using time-and-materials (T&M) pricing led to poor client experiences, lost referrals, inefficient work interruptions, and potential loss of profit; many electricians are also afraid or unsure how to estimate and therefore default to T&M.","Switch to fixed contract pricing based on a calculated daily labor rate (using the speaker's five cost line-items), present a clear fixed ""investment"" to clients, offer a one-year parts & labor warranty, and seek coaching to learn estimating and business practices.","Planning (60%), Education (30%), Codes & Regulations (10%)","Estimating & Pricing (45%), Business Model / Contracting Strategy (15%), Coaching & Training (30%), California contractor/consumer law (10%)",44695.0,2651.0
RBoGa096MbA,Electrical Construction,https://www.youtube.com/watch?v=RBoGa096MbA,"Preparing students to gain practical, code-compliant skills to install, operate, maintain, and troubleshoot residential, commercial, and industrial electrical systems and to be job-ready for in-demand electrician careers.","Steel Center's Electrical Construction program delivers hands-on vocational training combining math/science, circuit diagrams, motors and controls, distribution panels, blueprint reading, and electrical code instruction (NEC) to teach installation, maintenance, and safety practices and prepare graduates for multiple electrician career paths.","Education (40%), Wiring (25%), Codes & Regulations (20%), Tools (10%), Safety (5%)","Vocational Training / Job Preparation (40%), Installation & Maintenance of Wiring and Distribution (25%), NEC & Blueprint/Code Interpretation (20%), Hand/Power Tools and Instrumentation (10%), Electrical Workplace Safety (5%)",198.0,1.0
wAZly_yySdI,Johnson College - Electrical Construction &amp; Maintenance Technology,https://www.youtube.com/watch?v=wAZly_yySdI,"There is a shortage of skilled tradespeople and a need for up-to-date, safety-focused training to prepare students for residential, commercial, and industrial electrical work.","Johnson College’s program provides hands-on vocational training across multiple locations, an Associate of Applied Science degree, OSHA/safety training, and strong industry partnerships to prepare graduates for immediate employment.","Education (60%), Safety (30%), Codes & Regulations (10%)","Vocational training & degree completion (50%), Safety culture & OSHA training (30%), Industry partnerships & job placement (15%), Labor/wage gap / career opportunities (5%)",978.0,3.0
GYGuJPc1YOk,electrician #shorts#conduit#Electrical workers#woman electrician#electrical hazards,https://www.youtube.com/watch?v=GYGuJPc1YOk,"The provided transcript contains only non-technical music cues and a short phrase, so there is no electrical-engineering problem presented or identifiable.","Unable to extract a problem or solution from the excerpt; request a longer, technical transcript or additional context to perform classification.",Undefined (100%),No technical content / Insufficient data (100%),184.0,6.0
R4wdcUA8NdE,Commercial/Industrial Electrical Apprenticeship,https://www.youtube.com/watch?v=R4wdcUA8NdE,"Construction and electrical projects face shared risk from unskilled or insufficiently trained workers amid evolving technologies, leading to safety hazards, delays, rework, and reduced productivity.","The NECA/IBEW Electrical Training Alliance provides extensive, centralized apprenticeship and continuing training—covering theory and hands-on skills (e.g., conduit bending, PLCs, motor controls, solar PV, arc‑flash protection, fiber optics)—to produce skilled, safe, and productive electrical professionals.","Education (35%), Safety (20%), Technology (25%), Wiring (10%), Codes & Regulations (10%)","Apprenticeship & Training Programs (35%), Safety Training & Arc‑Flash Protection (20%), Solar Photovoltaic & Renewable Systems (13%), Industrial Automation & Controls (12%), Wiring & Conduit Bending (10%), Codes Compliance & Best Practices (10%)",43015.0,161.0
JJLA5hUy4OI,Reading an electrical plan &#39;scale&#39;,https://www.youtube.com/watch?v=JJLA5hUy4OI,"The transcript addresses confusion and errors from assuming plan measurements are uniform and not reading the drawing scale correctly, which leads to incorrect placement of electrical devices (receptacles) on-site.","Read the scale on each individual plan sheet, convert the scale (e.g., 1/4"" = 1'-0"") to real dimensions, accurately read the tape measure (including fractional inches), and mark/layout outlet locations relative to walls and studs before installing outlet boxes.","Planning (40%), Tools (25%), Wiring (20%), Education (15%)","Plan reading and scale interpretation (40%), Tape-measure and measurement techniques (25%), Receptacle/device placement and box layout (20%), Instructional demonstration / measurement practice (15%)",156832.0,1079.0
N7m0PEhASno,Electrical Construction and Control | Northeast Community College,https://www.youtube.com/watch?v=N7m0PEhASno,"Students need practical, job-ready skills in electrical construction and control—particularly hands-on control wiring and PLC work—to succeed across residential, commercial, and industrial roles; a specific challenge cited was wiring a PLC and conveyor on the ""green bin"" project.","The student enrolled in a hands-on Electrical Construction and Control program at Northeast that combines project-based learning (control wiring, PLC programming, conveyor systems), mentorship, and career preparation, resulting in employment and career advancement.","Education (50%), Technology (25%), Wiring (25%)","Hands-on training & projects (40%), PLC & control systems (25%), Control/conveyor wiring (20%), Career advancement & job placement (15%)",249.0,0.0
moT-Mqy4lTE,So much wiring! #shorts #electrical #dreamhome,https://www.youtube.com/watch?v=moT-Mqy4lTE,"The transcript contains only a non-verbal marker (""foreign [Music]"") and provides no substantive electrical-engineering content to identify a problem.","No solution is presented in the transcript; nothing could be extracted. Recommend providing a full, content-rich transcript or audio.",Undefined (100%),Insufficient content / No technical information (100%),4085.0,38.0
2GwBN5jiOBE,domestic electrical installation,https://www.youtube.com/watch?v=2GwBN5jiOBE,"The transcript contains only the single word ""foreign"", making the content unintelligible and preventing extraction of any electrical-engineering-related information.","Request the original audio or a full, clearer transcript (or provide a translation). If unavailable, run the audio through a transcription/translation tool and resubmit the complete transcript.","Education (70%), Technology (30%)","Language/Translation (70%), Audio Transcription Tools (30%)",1680.0,9.0
lHDU4XEg_JI,🆕Commercial Electrician Services In Lynnwood Construction Electrician In Lynnwood Check It Out!,https://www.youtube.com/watch?v=lHDU4XEg_JI,"Commercial contractors and building owners need reliable, code-compliant commercial electrical services in Washington for new circuits, remodels, security lighting, intercom/data wiring, surge protection and to remedy code violations.","Hire System Solutions of Washington LLC — a fully licensed, insured commercial electrical contractor that provides code-compliant installations and repairs (circuits, panels, remodels), security lighting, surge protection, intercom/CAT5 wiring and end-to-end project management with experienced technicians.","Wiring (35%), Codes & Regulations (25%), Safety (20%), Planning (10%), Technology (10%)","Circuit Installation & Power Distribution (25%), Electrical Remodeling & Retrofit (10%), Intercom & Low‑Voltage/Data Wiring (8%), NEC & Local Code Compliance (15%), Permitting, Inspection & Licensing (7%), Security Lighting (10%), Surge Protection & Electrical Safety Systems (6%), Project Management & Scheduling (6%), Customer Service, Estimating & Contracting (7%), Technician Training & Experience (6%)",5263.0,1.0
uN2G0-nxTkg,"GPE Electrical Services  - Residential and Commercial electrical, upgrades, remodeling, and repairs.",https://www.youtube.com/watch?v=uN2G0-nxTkg,"Older or unmaintained electrical panels and installations pose safety and reliability risks for homes and businesses; customers need trustworthy, affordable full-service electrical maintenance and upgrades.","A full-service electrical company offers inspections, panel checks (recommended every 3–4 years), lighting and wiring installations/changes, maintenance contracts, and repairs/upgrades with an emphasis on safety, quality workmanship, and affordable pricing across the Houston metro.","Safety (50%), Wiring (30%), Planning (20%)","Electrical inspections & preventive maintenance (50%), Panel maintenance & upgrades (25%), Lighting & fixture installation (15%), Maintenance contracts & service scheduling (10%)",227.0,2.0
GgWSmkZp2Ec,Commercial Inspection Overview of Electrical,https://www.youtube.com/watch?v=GgWSmkZp2Ec,"A non‑expert facilitator must coordinate commercial electrical inspections, identify equipment and hazards, and produce organized reports without performing high‑risk inspection work themselves.","Provide facilitator training that teaches equipment identification, what to document, when to engage certified third‑party electrical inspectors, safe boundaries (do not open high‑voltage equipment), and how to coordinate and compile inspection reports.","Education (40%), Planning (25%), Safety (20%), Codes & Regulations (15%)","Facilitator training / equipment identification (40%), Inspection coordination & recordkeeping (25%), Electrical hazard awareness / high‑voltage safety (20%), Certification knowledge / ICC & compliance awareness (15%)",734.0,8.0
OyFp_Nil9-4,"Electrical Panel Upgrade in San Jose, California -What Need To Show To FUSE advisor",https://www.youtube.com/watch?v=OyFp_Nil9-4,Ensuring a new electric panel can be installed for electrification projects while identifying and replacing potentially hazardous older panels and gathering documentation needed for permits and approvals.,"Conduct a site assessment and documentation package: open and photograph the meter, panel interior and labels, breaker layout, feeder to the pole, and measure clearances/distances; use these photos and measurements to support permit applications, confirm panel capacity/compatibility for EV chargers, heat pumps, solar, and replace unsafe panels to mitigate fire risk.","Planning (35%), Safety (25%), Codes & Regulations (20%), Wiring (10%), Technology (10%)","Site Assessment & Documentation (35%), Panel Safety & Replacement (25%), Permit Application / City Approval (20%), Panel Capacity & Connections (10%), Electrification Technologies (EV/solar/heat pumps) (10%)",384.0,7.0
0npXi6ymf0U,Electrical Apprentices Can Thrive in Barts Electric Culture,https://www.youtube.com/watch?v=0npXi6ymf0U,"Wanted to start and grow a career as an electrician but needed hands-on training, experience, and community support.","Joined Bart's Electric where on-the-job training and mentorship provided practical skills—conduit work, wire pulling, and receptacle installation—enabling career development and community service.","Education (50%), Wiring (35%), Tools (15%)","Apprenticeship / On-the-job training (50%), Conduit installation (20%), Wire pulling (10%), Receptacle installation (5%), Hand/installation tools (15%)",256.0,2.0
ox03PslKWpM,These boots provide a crucial barrier between the electrical wires and the elements.,https://www.youtube.com/watch?v=ox03PslKWpM,Missing or damaged rubber boot/flashing at the rooftop service mast penetration allowing water to leak down into the electrical service area.,Install/replace a proper rubber boot/flashing (weatherproof mast boot or flashing) around the service mast and ensure the service mast/weatherhead is correctly seated and sealed to prevent water intrusion; have the repair inspected.,"Wiring (40%), Safety (30%), Education (30%)","Service entrance / mast flashing (40%), Water ingress / shock and fire risk (30%), Inspection of common roof-electrical defects (30%)",1465.0,26.0
RHrdsjXdxDI,How to Open a Successful Electrical Shop Business With Small Investment,https://www.youtube.com/watch?v=RHrdsjXdxDI,"How to open and run a successful electrical shop (in India) — selecting location, estimating investment, obtaining licenses/permits/insurance, sourcing stock, offering services/payments, marketing, and achieving profitable operations.","Follow a step-by-step plan: pick a high-traffic location with 100–200 sq ft, prepare investment (typically ₹5–10 lakh for small start), obtain required local licenses/permits and business insurance, establish supplier/distributor relationships or wholesale channels, enable digital payments and customer offers, create marketing (flyers, billboards, social media), set competitive margins (~20%) and scale staffing as business grows.","Planning (55%), Codes & Regulations (20%), Technology (15%), Education (10%)","Location & Space selection (20%), Investment & financial planning (15%), Inventory sourcing & supply chain (10%), Services & operations (10%), Licenses & permits (12%), Insurance & compliance (8%), Digital payments & cashless setup (8%), Marketing & social media (7%), Market demand & profitability analysis (10%)",194844.0,1672.0
vvYxMUPREVQ,"University of Nebraska Omaha - Code of Excellence in Electrical Construction, NECA/IBEW Team",https://www.youtube.com/watch?v=vvYxMUPREVQ,"Inconsistent standards, professionalism, safety, and customer confidence in electrical work that reduce quality and competitiveness.","The IBEW implemented a Code of Excellence program—mandatory training and documented core values (safety, punctuality, productivity, communication, customer service)—applied on projects (e.g., Mammel Hall) and promoted for nationwide adoption to standardize performance and deliver reliable, modern electrical installations.","Education (30%), Codes & Regulations (30%), Technology (20%), Planning (10%), Safety (10%)","Training & Workforce Development (30%), Code of Excellence / Standards & Compliance (30%), Building Automation & Energy Efficiency (20%), Project Management & Communication (10%), Workplace Safety & Professional Conduct (10%)",820.0,7.0
c5KtUF3Aq8A,Redwing Builders Exchange Video Short: Electrical,https://www.youtube.com/watch?v=c5KtUF3Aq8A,Wiring the house after framing — determining circuit count and starting the wiring process.,"They identified there are three circuits and proceeded to wire one circuit, beginning the circuit installation after framing.","Wiring (70%), Planning (30%)","Circuit installation/wiring (70%), Circuit count/load planning (30%)",1139.0,32.0
iSU1X_9Cz-0,#277 Mike&#39;s Tool Fun talks about commercial electrical jobs &amp; how he got into real tool reviewing,https://www.youtube.com/watch?v=iSU1X_9Cz-0,"Efficient, safe execution of commercial electrical renovation work while avoiding rework, inspector issues, and trade conflicts — plus choosing the right tools and methods for wiring, tracing and cleanup.","The guest describes a practical approach: plan carefully from the drawings, coordinate closely with GC and other trades, use the right tools (battery platform, tracers, vacuums, benders), label circuits, follow code/inspection requirements, test with meters, keep the site clean, and practice core skills (conduit bending, wire derating) to reduce delays and safety risks.","Tools (30%), Planning (20%), Wiring (20%), Safety (15%), Codes & Regulations (10%), Education (5%)","Tool selection & battery platforms (Milwaukee, Klein tracer, packout) (20%), Job planning & trade coordination (scheduling, drawings, site routines) (20%), Conduit bending & installation techniques (practice, hydraulic benders, neat runs) (15%), Inspection prep & code compliance (panel labeling, derating, conduit/plenum rules) (10%), Wiring materials & installations (copper vs aluminum, EMT vs PVC, plenum concerns) (10%), Safety practices & testing (meters vs pen testers, lockout/tagout, PPE) (10%), Tracing & diagnostic tools (advanced circuit tracer, cameras, scanners) (8%), Site housekeeping & cleanup (vacuums, folding garbage cans, labelers) (7%)",216.0,4.0
IGFDtzseUX8,Fishing a 50’ gap #sparky #electric #trades #electrical #shorts #tools #work #fyp #construction,https://www.youtube.com/watch?v=IGFDtzseUX8,A social divide where knowledgeable people dominate conversations and those who lack knowledge stay silent and miss learning opportunities.,"Create an inclusive learning environment by encouraging questions, mentorship, and respectful knowledge-sharing so novices feel safe to participate and learn.","Education (85%), Technology (15%)","Mentorship & Training (60%), Psychological Safety / Learning Culture (25%), Technical Expertise / Adoption (15%)",1696.0,29.0
fx0USdfksmY,slabe pipe || electrical #trending #youtubeshorts #electro #electrical,https://www.youtube.com/watch?v=fx0USdfksmY,"The transcript contains only ""Jerusalem area [Music]"" and provides no electrical engineering content or context to identify a problem.",Request a longer or more detailed transcript or contextual information; unable to classify or extract EE problem/solution from the provided audio snippet.,Undefined (100%),Insufficient data for classification (100%),125.0,8.0
BRqDgmnTjo8,Surrey Tech Services. Commercial Electrical and Fire System Installations.,https://www.youtube.com/watch?v=BRqDgmnTjo8,"Coordinating and managing on-site electrical work across contractors while ensuring reliable, high-quality electrical services for complex, ongoing projects.","The company hired Surrey Tech as their electrical services provider; Surrey Tech delivered consistent, collaborative, and well-executed electrical work, enabling smooth day-to-day project management, effective contractor coordination, and positive client/contractor relationships.","Planning (80%), Technology (20%)","Project Management (50%), Contractor Coordination (20%), Vendor Selection / Partnerships (15%), Client & Contractor Communication (15%)",8718.0,0.0
